日期,单位净值,日增长率
2023-08-31,1.2226,0.25
2023-09-01,1.2214,-0.1
2023-09-04,1.2213,-0.01
2023-09-05,1.2226,0.11
2023-09-06,1.2148,-0.64
2023-09-07,1.2061,-0.72
2023-09-08,1.2104,0.36
2023-09-11,1.2241,1.13
2023-09-12,1.2079,-1.32
2023-09-13,1.2109,0.25
2023-09-14,1.2205,0.79
2023-09-15,1.1976,-1.88
2023-09-18,1.1986,0.08
2023-09-19,1.1958,-0.23
2023-09-20,1.1787,-1.43
2023-09-21,1.157,-1.84
2023-09-22,1.156,-0.09
2023-09-25,1.1618,0.5
2023-09-26,1.1445,-1.49
2023-09-27,1.1472,0.24
2023-09-28,1.1573,0.88
2023-10-09,1.1838,2.29
2023-10-10,1.1896,0.49
2023-10-11,1.1975,0.66
2023-10-12,1.1928,-0.39
2023-10-13,1.1772,-1.31
2023-10-16,1.1928,1.33
2023-10-17,1.189,-0.32
2023-10-18,1.1714,-1.48
2023-10-19,1.161,-0.89
2023-10-20,1.1448,-1.4
2023-10-23,1.1488,0.35
2023-10-24,1.1592,0.91
2023-10-25,1.1304,-2.48
2023-10-26,1.1103,-1.78
2023-10-27,1.1153,0.45
2023-10-30,1.127,1.05
2023-10-31,1.1329,0.52
2023-11-01,1.1529,1.77
2023-11-02,1.1725,1.7
2023-11-03,1.1867,1.21
2023-11-06,1.1902,0.29
2023-11-07,1.2023,1.02
2023-11-08,1.2031,0.07
2023-11-09,1.1929,-0.85
2023-11-10,1.2213,2.38
2023-11-13,1.2171,-0.34
2023-11-14,1.2431,2.14
2023-11-15,1.2432,0.01
2023-11-16,1.244,0.06
2023-11-17,1.244,0.0
2023-11-20,1.2571,1.05
2023-11-21,1.2463,-0.86
2023-11-22,1.2488,0.2
2023-11-23,1.2481,-0.06
2023-11-24,1.2453,-0.22
2023-11-27,1.2439,-0.11
2023-11-28,1.2469,0.24
2023-11-29,1.2434,-0.28
2023-11-30,1.2407,-0.22
2023-12-01,1.2458,0.41
2023-12-04,1.232,-1.11
2023-12-05,1.2369,0.4
2023-12-06,1.2301,-0.55
2023-12-07,1.2487,1.51
2023-12-08,1.2526,0.31
2023-12-11,1.2636,0.88
2023-12-12,1.2742,0.84
2023-12-13,1.2893,1.19
2023-12-14,1.287,-0.18
2023-12-15,1.2911,0.32
2023-12-18,1.2993,0.64
2023-12-19,1.3067,0.57
2023-12-20,1.2864,-1.55
2023-12-21,1.3026,1.26
2023-12-22,1.3033,0.05
2023-12-25,1.3036,0.02
2023-12-26,1.3107,0.54
2023-12-27,1.313,0.18
2023-12-28,1.3116,-0.11
2023-12-29,1.3035,-0.62
2023-12-31,1.3035,0.0
2024-01-02,1.2807,-1.75
2024-01-03,1.2713,-0.73
2024-01-04,1.2645,-0.53
2024-01-05,1.2666,0.17
2024-01-08,1.2929,2.08
2024-01-09,1.2951,0.17
2024-01-10,1.3048,0.75
2024-01-11,1.3074,0.2
2024-01-12,1.3075,0.01
2024-01-15,1.308,0.04
2024-01-16,1.3087,0.05
2024-01-17,1.302,-0.51
2024-01-18,1.3209,1.45
2024-01-19,1.3463,1.92
2024-01-22,1.3467,0.03
2024-01-23,1.3529,0.46
2024-01-24,1.3699,1.26
2024-01-25,1.3662,-0.27
2024-01-26,1.3571,-0.67
2024-01-29,1.3709,1.02
2024-01-30,1.3607,-0.74
2024-01-31,1.3341,-1.95
2024-02-01,1.3502,1.21
2024-02-02,1.372,1.61
2024-02-05,1.371,-0.07
2024-02-06,1.3684,-0.19
2024-02-07,1.3815,0.96
2024-02-08,1.3839,0.17
2024-02-19,1.3758,-0.59
2024-02-20,1.367,-0.64
2024-02-21,1.3611,-0.43
2024-02-22,1.4022,3.02
2024-02-23,1.3981,-0.29
2024-02-26,1.398,-0.01
2024-02-27,1.4004,0.17
2024-02-28,1.3932,-0.51
2024-02-29,1.4058,0.9
2024-03-01,1.4262,1.45
2024-03-04,1.4196,-0.46
2024-03-05,1.3944,-1.78
2024-03-06,1.4033,0.64
2024-03-07,1.4248,1.53
2024-03-08,1.4029,-1.54
2024-03-11,1.3973,-0.4
2024-03-12,1.4178,1.47
2024-03-13,1.4055,-0.87
2024-03-14,1.4023,-0.23
2024-03-15,1.3864,-1.13
2024-03-18,1.3995,0.94
2024-03-19,1.4029,0.24
2024-03-20,1.4187,1.13
2024-03-21,1.4242,0.39
2024-03-22,1.4271,0.2
2024-03-25,1.4221,-0.35
2024-03-26,1.4158,-0.44
2024-03-27,1.4213,0.39
2024-03-28,1.4194,-0.13
2024-03-29,1.4201,0.05
2024-04-01,1.4222,0.15
2024-04-02,1.4094,-0.9
2024-04-03,1.4126,0.23
2024-04-08,1.4077,-0.35
2024-04-09,1.4134,0.4
2024-04-10,1.4012,-0.86
2024-04-11,1.4243,1.65
2024-04-12,1.4004,-1.68
2024-04-15,1.3775,-1.64
2024-04-16,1.3793,0.13
2024-04-17,1.3624,-1.23
2024-04-18,1.3547,-0.57
2024-04-19,1.3275,-2.01
2024-04-22,1.3409,1.01
2024-04-23,1.3616,1.54
2024-04-24,1.3657,0.3
2024-04-25,1.3586,-0.52
2024-04-26,1.3805,1.61
2024-04-29,1.3861,0.41
2024-04-30,1.3586,-1.98
2024-05-06,1.4077,3.61
2024-05-07,1.4079,0.01
2024-05-08,1.4074,-0.04
2024-05-09,1.4101,0.19
2024-05-10,1.4134,0.23
2024-05-13,1.4164,0.21
2024-05-14,1.4263,0.7
2024-05-15,1.4477,1.5
2024-05-16,1.4445,-0.22
2024-05-17,1.4441,-0.03
2024-05-20,1.4541,0.69
2024-05-21,1.4578,0.25
2024-05-22,1.4574,-0.03
2024-05-23,1.4516,-0.4
2024-05-24,1.466,0.99
2024-05-27,1.4657,-0.02
2024-05-28,1.4706,0.33
2024-05-29,1.4604,-0.69
2024-05-30,1.4452,-1.04
2024-05-31,1.4446,-0.04
2024-06-03,1.4494,0.33
2024-06-04,1.4531,0.26
2024-06-05,1.4828,2.04
2024-06-06,1.4818,-0.07
2024-06-07,1.4803,-0.1
2024-06-11,1.4973,1.15
2024-06-12,1.5168,1.3
2024-06-13,1.5253,0.56
2024-06-14,1.5324,0.47
2024-06-17,1.5511,1.22
2024-06-18,1.5518,0.05
2024-06-19,1.552,0.01
2024-06-20,1.5405,-0.74
2024-06-21,1.5368,-0.24
2024-06-24,1.5196,-1.12
2024-06-25,1.5371,1.15
2024-06-26,1.541,0.25
2024-06-27,1.545,0.26
2024-06-28,1.5368,-0.53
2024-06-30,1.5368,0.0
2024-07-01,1.5466,0.64
2024-07-02,1.5625,1.03
2024-07-03,1.576,0.86
2024-07-04,1.5759,-0.01
2024-07-05,1.5909,0.95
2024-07-08,1.5942,0.21
2024-07-09,1.5957,0.09
2024-07-10,1.6137,1.13
2024-07-11,1.5776,-2.24
2024-07-12,1.5863,0.55
2024-07-15,1.5907,0.28
2024-07-16,1.5922,0.09
2024-07-17,1.5457,-2.92
2024-07-18,1.5379,-0.5
2024-07-19,1.5245,-0.87
2024-07-22,1.5482,1.55
2024-07-23,1.5429,-0.34
2024-07-24,1.4875,-3.59
2024-07-25,1.4711,-1.1
2024-07-26,1.4851,0.95
2024-07-29,1.4886,0.24
2024-07-30,1.4691,-1.31
2024-07-31,1.5128,2.97
2024-08-01,1.4757,-2.45
2024-08-02,1.4416,-2.31
2024-08-05,1.3985,-2.99
2024-08-06,1.4121,0.97
2024-08-07,1.397,-1.07
2024-08-08,1.4409,3.14
2024-08-09,1.4484,0.52
2024-08-12,1.4508,0.17
2024-08-13,1.4873,2.52
2024-08-14,1.4872,-0.01
2024-08-15,1.5235,2.44
2024-08-16,1.5265,0.2
2024-08-19,1.5455,1.24
2024-08-20,1.54,-0.36
2024-08-21,1.5477,0.5
2024-08-22,1.5202,-1.78
2024-08-23,1.5405,1.34
2024-08-26,1.5202,-1.32
2024-08-27,1.5274,0.47
2024-08-28,1.5087,-1.22
2024-08-29,1.5084,-0.02
2024-08-30,1.5242,1.05
2024-09-02,1.5221,-0.14
2024-09-03,1.4761,-3.02
2024-09-04,1.4738,-0.16
2024-09-05,1.4714,-0.16
2024-09-06,1.4309,-2.75
2024-09-09,1.4506,1.38
2024-09-10,1.4666,1.1
2024-09-11,1.4991,2.22
2024-09-12,1.5142,1.01
2024-09-13,1.5175,0.22
2024-09-18,1.5009,-1.09
2024-09-19,1.5419,2.73
2024-09-20,1.5309,-0.71
2024-09-23,1.533,0.14
2024-09-24,1.5397,0.44
2024-09-25,1.5351,-0.3
2024-09-26,1.5494,0.93
2024-09-27,1.5357,-0.88
2024-09-30,1.5389,0.21
2024-10-08,1.5567,1.16
2024-10-09,1.5659,0.59
2024-10-10,1.5678,0.12
2024-10-11,1.5699,0.13
2024-10-14,1.5825,0.8
2024-10-15,1.5635,-1.2
2024-10-16,1.5729,0.6
2024-10-17,1.5749,0.13
2024-10-18,1.5863,0.72
2024-10-21,1.5827,-0.23
2024-10-22,1.5897,0.44
2024-10-23,1.5656,-1.52
2024-10-24,1.5793,0.88
2024-10-25,1.5842,0.31
2024-10-28,1.5888,0.29
2024-10-29,1.6038,0.94
2024-10-30,1.5935,-0.64
2024-10-31,1.5517,-2.62
2024-11-01,1.5603,0.55
2024-11-04,1.5563,-0.26
2024-11-05,1.5727,1.05
2024-11-06,1.6151,2.7
2024-11-07,1.6549,2.46
2024-11-08,1.6511,-0.23
2024-11-11,1.6581,0.42
2024-11-12,1.6584,0.02
2024-11-13,1.6571,-0.08
2024-11-14,1.6455,-0.7
2024-11-15,1.6067,-2.36
2024-11-18,1.6163,0.6
2024-11-19,1.6277,0.71
2024-11-20,1.6269,-0.05
2024-11-21,1.6329,0.37
2024-11-22,1.6357,0.17
2024-11-25,1.6373,0.1
2024-11-26,1.6464,0.56
2024-11-27,1.634,-0.75
2024-11-28,1.6321,-0.12
2024-11-29,1.6461,0.86
2024-12-02,1.664,1.09
2024-12-03,1.6721,0.49
2024-12-04,1.6913,1.15
2024-12-05,1.6848,-0.38
2024-12-06,1.6996,0.88
2024-12-09,1.686,-0.8
2024-12-10,1.6809,-0.3
2024-12-11,1.7106,1.77
2024-12-12,1.6991,-0.67
2024-12-13,1.7125,0.79
2024-12-16,1.7373,1.45
2024-12-17,1.7298,-0.43
2024-12-18,1.6669,-3.64
2024-12-19,1.6598,-0.43
2024-12-20,1.6736,0.83
2024-12-23,1.6897,0.96
2024-12-24,1.7128,1.37
2024-12-25,1.7126,-0.01
2024-12-26,1.711,-0.09
2024-12-27,1.6877,-1.36
2024-12-30,1.6659,-1.29
2024-12-31,1.6513,-0.88
2025-01-02,1.6482,-0.19
2025-01-03,1.6758,1.67
2025-01-06,1.6939,1.08
2025-01-07,1.6637,-1.78
2025-01-08,1.6646,0.05
2025-01-09,1.6645,-0.01
2025-01-10,1.6385,-1.56
2025-01-13,1.6334,-0.31
2025-01-14,1.631,-0.15
2025-01-15,1.6687,2.31
2025-01-16,1.6572,-0.69
2025-01-17,1.6847,1.66
2025-01-20,1.6845,-0.01
2025-01-21,1.69,0.33
2025-01-22,1.7123,1.32
2025-01-23,1.7163,0.23
2025-01-24,1.7062,-0.59
2025-01-27,1.6554,-2.98
2025-02-05,1.6966,2.49
2025-02-06,1.7056,0.53
2025-02-07,1.6837,-1.28
2025-02-10,1.7047,1.25
2025-02-11,1.7,-0.28
2025-02-12,1.7018,0.11
2025-02-13,1.7263,1.44
2025-02-14,1.7327,0.37
2025-02-17,1.7325,-0.01
2025-02-18,1.7363,0.22
2025-02-19,1.7373,0.06
2025-02-20,1.7293,-0.46
2025-02-21,1.6934,-2.08
2025-02-24,1.6734,-1.18
2025-02-25,1.6529,-1.23
2025-02-26,1.6565,0.22
2025-02-27,1.6112,-2.73
2025-02-28,1.6373,1.62
2025-03-03,1.6015,-2.19
2025-03-04,1.5957,-0.36
2025-03-05,1.6166,1.31
2025-03-06,1.5712,-2.81
2025-03-07,1.5833,0.77
2025-03-10,1.5236,-3.77
2025-03-11,1.5194,-0.28
2025-03-12,1.5356,1.07
2025-03-13,1.5073,-1.84
2025-03-14,1.5452,2.51
2025-03-17,1.5524,0.47
2025-03-18,1.5276,-1.6
2025-03-19,1.5466,1.24
2025-03-20,1.5434,-0.21
2025-03-21,1.5495,0.4
2025-03-24,1.583,2.16
2025-03-25,1.5916,0.54
2025-03-26,1.5618,-1.87
2025-03-27,1.5527,-0.58
2025-03-28,1.512,-2.62
2025-03-31,1.5123,0.02
2025-04-01,1.5245,0.81
2025-04-02,1.5364,0.78
2025-04-03,1.4555,-5.27
2025-04-07,1.3716,-5.76
2025-04-08,1.346,-1.87
2025-04-09,1.5078,12.02
2025-04-10,1.4455,-4.13
2025-04-11,1.4725,1.87
2025-04-14,1.4812,0.59
2025-04-15,1.4835,0.16
2025-04-16,1.4394,-2.97
2025-04-17,1.4384,-0.07
2025-04-18,1.4381,-0.02
2025-04-21,1.4025,-2.48
2025-04-22,1.4395,2.64
2025-04-23,1.473,2.33
2025-04-24,1.5135,2.75
2025-04-25,1.53,1.09
2025-04-28,1.529,-0.07
2025-04-29,1.5379,0.58
2025-04-30,1.5397,0.12
2025-05-06,1.5568,1.11
2025-05-07,1.5627,0.38
2025-05-08,1.5795,1.08
2025-05-09,1.5798,0.02
2025-05-12,1.6426,3.98
2025-05-13,1.6667,1.47
2025-05-14,1.6754,0.52
2025-05-15,1.6771,0.1
2025-05-16,1.684,0.41
2025-05-19,1.6852,0.07
2025-05-20,1.6793,-0.35
2025-05-21,1.657,-1.33
2025-05-22,1.6587,0.1
2025-05-23,1.6436,-0.91
2025-05-26,1.6416,-0.12
2025-05-27,1.6816,2.44
2025-05-28,1.6744,-0.43
2025-05-29,1.6782,0.23
2025-05-30,1.6752,-0.18
2025-06-03,1.7007,1.52
2025-06-04,1.7058,0.3
2025-06-05,1.6917,-0.83
2025-06-06,1.7082,0.98
2025-06-09,1.7112,0.18
2025-06-10,1.7221,0.64
2025-06-11,1.7151,-0.41
2025-06-12,1.7189,0.22
2025-06-13,1.6961,-1.33
2025-06-16,1.7205,1.44
2025-06-17,1.7023,-1.06
2025-06-18,1.7027,0.02
2025-06-19,1.7019,-0.05
2025-06-20,1.6939,-0.47
2025-06-23,1.7122,1.08
2025-06-24,1.7369,1.44
2025-06-25,1.7408,0.22
2025-06-26,1.7559,0.87
2025-06-27,1.7629,0.4
2025-06-30,1.7731,0.58
2025-07-01,1.7561,-0.96
2025-07-02,1.7693,0.75
2025-07-03,1.7863,0.96
2025-07-04,1.7866,0.02
2025-07-07,1.7717,-0.83
2025-07-08,1.7735,0.1
2025-07-09,1.7863,0.72
2025-07-10,1.7828,-0.2
2025-07-11,1.7781,-0.26
2025-07-14,1.7842,0.34
2025-07-15,1.7866,0.13
2025-07-16,1.7891,0.14
2025-07-17,1.8007,0.65
2025-07-18,1.8006,-0.01
2025-07-21,1.8101,0.53
2025-07-22,1.7995,-0.59
2025-07-23,1.806,0.36
2025-07-24,1.8097,0.2
2025-07-25,1.8145,0.27
2025-07-28,1.8221,0.42
2025-07-29,1.8195,-0.14
2025-07-30,1.8206,0.06
2025-07-31,1.8121,-0.47
2025-08-01,1.7768,-1.95
2025-08-04,1.8072,1.71
2025-08-05,1.7933,-0.77
2025-08-06,1.8173,1.34
2025-08-07,1.8214,0.23
2025-08-08,1.8396,1.0
2025-08-11,1.8338,-0.32
2025-08-12,1.8585,1.35
2025-08-13,1.8575,-0.05
2025-08-14,1.8559,-0.09
2025-08-15,1.8475,-0.45
2025-08-18,1.8463,-0.06
2025-08-19,1.8216,-1.34
2025-08-20,1.8117,-0.54
2025-08-21,1.8012,-0.58
2025-08-22,1.8297,1.58
2025-08-25,1.8199,-0.54
2025-08-26,1.8283,0.46
2025-08-27,1.8294,0.06
2025-08-28,1.8389,0.52
2025-08-29,1.8159,-1.25
2025-09-01,1.8168,0.05
2025-09-02,1.803,-0.76
2025-09-03,1.8176,0.81
2025-09-04,1.8332,0.86
2025-09-05,1.8351,0.1
2025-09-08,1.8425,0.4
2025-09-09,1.8479,0.29
2025-09-10,1.85,0.11
2025-09-11,1.8603,0.56
2025-09-12,1.8676,0.39
2025-09-15,1.8842,0.89
2025-09-16,1.8818,-0.13
2025-09-17,1.8775,-0.23
2025-09-18,1.8973,1.05
2025-09-19,1.9116,0.75
2025-09-22,1.9217,0.53
2025-09-23,1.9064,-0.8
2025-09-24,1.901,-0.28
2025-09-25,1.8938,-0.38
2025-09-26,1.9029,0.48
2025-09-29,1.9095,0.35
2025-09-30,1.9139,0.23
2025-10-09,1.9474,1.75
2025-10-10,1.8782,-3.55
2025-10-13,1.9178,2.11
2025-10-14,1.905,-0.67
2025-10-15,1.9171,0.64
2025-10-16,1.9095,-0.4
2025-10-17,1.9214,0.62
2025-10-20,1.9468,1.32
2025-10-21,1.9446,-0.11
2025-10-22,1.9261,-0.95
2025-10-23,1.9419,0.82
2025-10-24,1.9622,1.05
2025-10-27,1.9965,1.75
2025-10-28,2.0105,0.7
2025-10-29,2.0184,0.39
2025-10-30,1.9893,-1.44
2025-10-31,1.9994,0.51
2025-11-03,2.0077,0.42
2025-11-04,1.9668,-2.04
2025-11-05,1.9814,0.74
2025-11-06,1.9426,-1.96
2025-11-07,1.9364,-0.32
2025-11-10,1.9795,2.23
2025-11-11,1.9737,-0.29
2025-11-12,1.9716,-0.11
2025-11-13,1.9321,-2.0
2025-11-14,1.9323,0.01
2025-11-17,1.9159,-0.85
2025-11-18,1.8941,-1.14
2025-11-19,1.9051,0.58
2025-11-20,1.861,-2.31
2025-11-21,1.8745,0.73
2025-11-24,1.9227,2.57
2025-11-25,1.9332,0.55
2025-11-26,1.9493,0.83
2025-11-27,1.9488,-0.03
2025-11-28,1.9643,0.8
2025-12-01,1.9563,-0.41
2025-12-02,1.9736,0.88
2025-12-03,1.9765,0.15
2025-12-04,1.974,-0.13
2025-12-05,1.9831,0.46
2025-12-08,1.9786,-0.23
2025-12-09,1.9819,0.17
2025-12-10,1.9896,0.39
2025-12-11,1.9808,-0.44
2025-12-12,1.9419,-1.96
2025-12-15,1.9325,-0.48
2025-12-16,1.936,0.18
2025-12-17,1.8979,-1.97
2025-12-18,1.9266,1.51
2025-12-19,1.9507,1.25
2025-12-22,1.9602,0.49
2025-12-23,1.9685,0.42
2025-12-24,1.9723,0.19
2025-12-25,1.9701,-0.11
2025-12-26,1.9682,-0.1
2025-12-29,1.9583,-0.5
2025-12-30,1.9539,-0.22
2025-12-31,1.936,-0.92
2026-01-05,1.946,0.52
2026-01-06,1.9626,0.85
2026-01-07,1.9641,0.08
2026-01-08,1.9531,-0.56
2026-01-09,1.971,0.92
2026-01-12,1.9719,0.05
2026-01-13,1.9683,-0.18
2026-01-14,1.9478,-1.04
2026-01-15,1.9524,0.24
2026-01-16,1.9514,-0.05
2026-01-19,1.9505,-0.05
2026-01-20,1.9071,-2.23
2026-01-21,1.9335,1.38
2026-01-22,1.9494,0.82
2026-01-23,1.9539,0.23
2026-01-26,1.96,0.31
2026-01-27,1.9784,0.94
2026-01-28,1.9821,0.19
2026-01-29,1.9712,-0.55
2026-01-30,1.9422,-1.47
2026-02-02,1.9561,0.72
2026-02-03,1.9234,-1.67
2026-02-04,1.8875,-1.87
2026-02-05,1.8626,-1.32
2026-02-06,1.9029,2.16
2026-02-09,1.9156,0.67
2026-02-10,1.9033,-0.64
2026-02-11,1.9083,0.26
2026-02-12,1.87,-2.01
2026-02-13,1.872,0.11
2026-02-24,1.8911,1.02
2026-02-25,1.9151,1.27
2026-02-26,1.8904,-1.29
2026-02-27,1.8849,-0.29
2026-03-02,1.8875,0.14
2026-03-03,1.8631,-1.29
2026-03-04,1.8922,1.56
2026-03-05,1.8836,-0.45
2026-03-06,1.856,-1.47
2026-03-09,1.8838,1.5
2026-03-10,1.8783,-0.29
2026-03-11,1.8772,-0.06
2026-03-12,1.846,-1.66
2026-03-13,1.8359,-0.55
2026-03-16,1.8578,1.19
2026-03-17,1.8646,0.37
2026-03-18,1.8366,-1.5
2026-03-19,1.833,-0.2
2026-03-20,1.7968,-1.97
2026-03-23,1.8222,1.41
2026-03-24,1.8058,-0.9
2026-03-25,1.8169,0.61
2026-03-26,1.7774,-2.17
2026-03-27,1.7454,-1.8
2026-03-30,1.7339,-0.66
2026-03-31,1.7921,3.36
2026-04-01,1.8089,0.94
2026-04-02,1.8072,-0.09
2026-04-03,1.8084,0.07
2026-04-07,1.8181,0.54
2026-04-08,1.866,2.63
2026-04-09,1.8786,0.68
2026-04-10,1.8812,0.14
2026-04-13,1.9011,1.06
2026-04-14,1.9335,1.7
2026-04-15,1.9603,1.39
2026-04-16,1.9707,0.53
2026-04-17,1.9962,1.29
2026-04-20,1.9905,-0.29
2026-04-21,1.9807,-0.49
2026-04-22,2.016,1.78
2026-04-23,2.0048,-0.56
2026-04-24,2.0443,1.97
2026-04-27,2.0417,-0.13
2026-04-28,2.0213,-1.0
2026-04-29,2.0336,0.61
2026-04-30,2.0539,1.0
2026-05-06,2.1375,4.07
2026-05-07,2.1326,-0.23
2026-05-08,2.1831,2.37
2026-05-11,2.1884,0.24
2026-05-12,2.168,-0.93
2026-05-13,2.1907,1.05
2026-05-14,2.2056,0.68
2026-05-15,2.1725,-1.5
2026-05-18,2.1633,-0.42
2026-05-19,2.1484,-0.69
2026-05-20,2.1846,1.68
2026-05-21,2.1877,0.14
2026-05-22,2.1977,0.46
2026-05-25,2.1958,-0.09
2026-05-26,2.2334,1.71
2026-05-27,2.2314,-0.09
2026-05-28,2.2484,0.76
2026-05-29,2.2544,0.27
2026-06-01,2.2674,0.58
2026-06-02,2.2789,0.51
2026-06-03,2.2722,-0.29
2026-06-04,2.261,-0.49
2026-06-05,2.1523,-4.81
2026-06-08,2.1873,1.63
2026-06-09,2.1612,-1.19
2026-06-10,2.118,-2.0
2026-06-11,2.188,3.31
2026-06-12,2.2008,0.59
2026-06-15,2.2673,3.02
2026-06-16,2.2252,-1.86
2026-06-17,2.2026,-1.02
2026-06-18,2.2581,2.52
2026-06-22,2.2543,-0.17
2026-06-23,2.1808,-3.26
2026-06-24,2.172,-0.4
2026-06-25,2.1887,0.77
2026-06-26,2.1633,-1.16
2026-06-29,2.2122,2.26
2026-06-30,2.2472,1.58
2026-07-01,2.2114,-1.59
2026-07-02,2.1763,-1.59
2026-07-03,2.175,-0.06
2026-07-06,2.2029,1.28
